game_pk,f5_away_runs,f5_home_runs,f5_outcome
778512,3,4,HOME
778483,3,0,AWAY
778470,5,3,AWAY
778463,5,8,HOME
778443,1,2,HOME
778432,2,11,HOME
778426,3,1,AWAY
778404,0,0,TIE
778386,1,1,TIE
778377,0,0,TIE
778366,0,7,HOME
778349,2,0,AWAY
778338,0,0,TIE
778328,1,15,HOME
778319,6,2,AWAY
778298,1,0,AWAY
778264,0,3,HOME
778245,2,4,HOME
778238,1,4,HOME
778224,1,4,HOME
778207,4,2,AWAY
778196,4,2,AWAY
778179,4,4,TIE
778169,6,3,AWAY
778127,7,2,AWAY
778114,4,0,AWAY
778095,2,0,AWAY
778089,1,1,TIE
778073,1,1,TIE
778063,1,3,HOME
778037,6,0,AWAY
778018,3,2,AWAY
778006,0,3,HOME
777990,0,0,TIE
777977,4,1,AWAY
777965,1,1,TIE
777951,0,12,HOME
777940,4,3,AWAY
777927,2,2,TIE
777908,2,0,AWAY
777893,6,2,AWAY
777876,7,4,AWAY
777856,1,3,HOME
777851,0,2,HOME
777831,1,1,TIE
777809,5,3,AWAY
777790,0,0,TIE
777785,2,0,AWAY
777764,0,2,HOME
777747,0,0,TIE
777736,3,2,AWAY
777719,2,1,AWAY
777706,0,5,HOME
777692,3,1,AWAY
777670,6,5,AWAY
777667,3,1,AWAY
777649,8,7,AWAY
777627,1,8,HOME
777605,8,5,AWAY
777593,2,3,HOME
777425,5,5,TIE
777417,0,3,HOME
777395,4,4,TIE
777381,4,5,HOME
777376,1,0,AWAY
777362,2,4,HOME
777345,3,0,AWAY
777323,1,9,HOME
777310,5,3,AWAY
777300,4,8,HOME
777294,3,2,AWAY
777277,0,1,HOME
777209,1,5,HOME
777179,0,4,HOME
777170,2,1,AWAY
777155,4,3,AWAY
777144,0,1,HOME
777101,1,3,HOME
777096,0,3,HOME
777075,0,1,HOME
777063,1,2,HOME
777038,6,5,AWAY
777012,3,2,AWAY
776998,2,4,HOME
776983,3,4,HOME
776961,3,2,AWAY
776954,5,1,AWAY
776935,6,1,AWAY
776895,1,6,HOME
776880,1,7,HOME
776864,1,1,TIE
776856,3,2,AWAY
776820,5,0,AWAY
776807,3,4,HOME
776789,0,3,HOME
776782,2,7,HOME
776769,2,0,AWAY
776741,1,0,AWAY
776724,1,7,HOME
776714,1,2,HOME
776236,1,3,HOME
776217,1,1,TIE
776206,4,0,AWAY
776186,0,0,TIE
776181,3,1,AWAY
776157,2,1,AWAY
776151,3,4,HOME
776688,3,2,AWAY
776686,6,2,AWAY
776670,1,4,HOME
776646,3,1,AWAY
776630,1,0,AWAY
776600,0,1,HOME
776581,2,1,AWAY
776565,9,1,AWAY
776558,4,4,TIE
776456,5,1,AWAY
776433,4,2,AWAY
776426,1,4,HOME
776366,1,5,HOME
776347,3,2,AWAY
776332,2,0,AWAY
776321,3,1,AWAY
778518,3,1,AWAY
778509,8,1,AWAY
778497,2,4,HOME
778481,1,2,HOME
778465,0,2,HOME
778435,1,2,HOME
778416,0,1,HOME
778407,2,6,HOME
778358,3,1,AWAY
778333,0,0,TIE
778324,1,1,TIE
778307,2,4,HOME
778299,0,2,HOME
778278,1,4,HOME
778270,2,2,TIE
778256,0,2,HOME
778244,0,3,HOME
778225,0,2,HOME
778223,1,2,HOME
778203,2,2,TIE
778130,1,8,HOME
778117,0,1,HOME
778084,6,3,AWAY
778053,2,6,HOME
778068,4,4,TIE
778039,2,1,AWAY
778014,0,0,TIE
778001,1,6,HOME
777982,4,3,AWAY
777968,0,1,HOME
777950,1,1,TIE
777943,0,1,HOME
777919,4,0,AWAY
777904,1,6,HOME
777888,2,1,AWAY
777878,2,2,TIE
777808,5,2,AWAY
777789,2,4,HOME
777773,1,3,HOME
777758,1,0,AWAY
777749,2,5,HOME
777718,0,3,HOME
777700,1,7,HOME
777686,3,4,HOME
777675,2,0,AWAY
777657,5,4,AWAY
777638,3,0,AWAY
777631,4,3,AWAY
777616,0,1,HOME
777604,3,1,AWAY
777583,8,2,AWAY
777528,1,5,HOME
777502,6,0,AWAY
777489,4,1,AWAY
777405,0,5,HOME
777165,1,0,AWAY
777181,3,5,HOME
777151,1,0,AWAY
777136,2,0,AWAY
777124,0,2,HOME
777061,4,2,AWAY
777054,2,3,HOME
777034,1,6,HOME
777004,6,1,AWAY
776985,0,1,HOME
776974,2,3,HOME
776947,1,1,TIE
776707,1,7,HOME
776501,6,6,TIE
776490,6,2,AWAY
776429,1,1,TIE
776405,0,1,HOME
776384,1,4,HOME
776371,4,3,AWAY
776349,0,1,HOME
776304,2,8,HOME
776276,1,5,HOME
776237,3,1,AWAY
776209,6,6,TIE
776187,6,2,AWAY
776161,2,0,AWAY
777813,1,1,TIE
777803,1,3,HOME
777783,1,3,HOME
777748,0,1,HOME
777735,0,3,HOME
777723,4,0,AWAY
777672,5,3,AWAY
777654,1,0,AWAY
777640,3,7,HOME
777619,2,4,HOME
777598,1,1,TIE
777587,3,4,HOME
777575,3,1,AWAY
777568,1,2,HOME
777554,5,1,AWAY
777535,4,1,AWAY
777523,0,4,HOME
777504,1,0,AWAY
777470,0,4,HOME
777455,1,3,HOME
777439,1,4,HOME
777424,3,0,AWAY
777402,2,4,HOME
777389,3,0,AWAY
777387,0,3,HOME
777369,1,6,HOME
777352,0,2,HOME
777342,11,0,AWAY
777333,0,2,HOME
777316,2,1,AWAY
777298,0,0,TIE
777279,2,0,AWAY
777261,4,0,AWAY
777252,3,0,AWAY
777237,5,5,TIE
777222,2,0,AWAY
777176,7,1,AWAY
777156,3,3,TIE
777147,6,5,AWAY
777133,3,3,TIE
777118,3,3,TIE
777114,0,7,HOME
777097,2,7,HOME
777083,2,0,AWAY
777069,3,8,HOME
777058,5,0,AWAY
777009,0,4,HOME
776993,3,4,HOME
776981,1,8,HOME
776971,4,2,AWAY
776955,0,4,HOME
776738,1,0,AWAY
776720,8,1,AWAY
776706,3,4,HOME
776696,7,1,AWAY
776687,8,4,AWAY
776669,0,1,HOME
776645,7,2,AWAY
776626,3,2,AWAY
776624,2,0,AWAY
776560,3,15,HOME
776552,1,1,TIE
776532,0,1,HOME
776522,0,1,HOME
776506,6,2,AWAY
776487,3,4,HOME
776473,0,1,HOME
776447,2,1,AWAY
776428,10,1,AWAY
776412,0,3,HOME
776402,2,1,AWAY
776381,3,2,AWAY
776360,10,0,AWAY
776346,6,1,AWAY
776329,2,5,HOME
776307,0,0,TIE
776268,6,1,AWAY
776258,3,2,AWAY
776238,3,0,AWAY
776180,4,1,AWAY
776156,1,1,TIE
776149,0,2,HOME
778545,4,3,AWAY
778542,3,3,TIE
778514,0,2,HOME
778485,0,3,HOME
778430,6,7,HOME
778414,4,3,AWAY
778381,2,1,AWAY
778352,0,2,HOME
778315,3,1,AWAY
778305,0,1,HOME
778237,2,2,TIE
778221,2,0,AWAY
778160,3,0,AWAY
778146,3,2,AWAY
778126,1,5,HOME
778105,0,4,HOME
778065,0,1,HOME
778051,4,0,AWAY
778019,1,0,AWAY
777947,2,4,HOME
777932,1,2,HOME
777875,1,1,TIE
777816,2,4,HOME
777756,3,2,AWAY
777726,6,6,TIE
777707,0,1,HOME
777681,4,1,AWAY
777676,0,0,TIE
777641,5,1,AWAY
777597,1,0,AWAY
777586,0,0,TIE
777543,1,1,TIE
777515,1,3,HOME
777471,3,3,TIE
777442,2,0,AWAY
777426,4,1,AWAY
777396,0,0,TIE
777312,1,0,AWAY
777239,2,1,AWAY
777207,1,2,HOME
777185,0,0,TIE
777158,2,4,HOME
777139,2,3,HOME
777062,2,1,AWAY
776992,2,1,AWAY
776959,5,6,HOME
776931,0,4,HOME
776884,0,2,HOME
776852,2,3,HOME
776838,0,2,HOME
776767,4,1,AWAY
776697,2,4,HOME
776667,1,4,HOME
776636,1,2,HOME
776617,0,3,HOME
776577,5,6,HOME
776494,3,3,TIE
778561,2,3,HOME
778540,2,2,TIE
778522,1,0,AWAY
778505,2,0,AWAY
778489,3,1,AWAY
778475,5,3,AWAY
778444,5,6,HOME
778436,1,2,HOME
778427,2,4,HOME
778410,0,0,TIE
778397,1,0,AWAY
778376,5,1,AWAY
778370,8,1,AWAY
778355,2,7,HOME
778339,1,3,HOME
778320,6,4,AWAY
778313,2,2,TIE
778296,5,4,AWAY
778279,1,5,HOME
778260,0,2,HOME
778243,3,1,AWAY
778232,1,1,TIE
778226,2,2,TIE
778210,3,1,AWAY
778198,0,0,TIE
778194,5,4,AWAY
778171,1,0,AWAY
778159,2,2,TIE
778151,2,2,TIE
778098,1,1,TIE
778082,0,4,HOME
778069,0,1,HOME
778048,1,5,HOME
778044,2,4,HOME
778027,5,3,AWAY
778020,3,1,AWAY
777992,0,3,HOME
777974,1,2,HOME
777956,4,3,AWAY
777939,2,1,AWAY
777930,3,7,HOME
777916,8,4,AWAY
777891,0,4,HOME
777879,0,0,TIE
777867,2,1,AWAY
777855,0,0,TIE
777836,1,3,HOME
777819,8,2,AWAY
777770,0,3,HOME
777755,0,3,HOME
777738,3,4,HOME
777717,2,0,AWAY
777705,0,1,HOME
777689,4,0,AWAY
777656,0,2,HOME
777633,2,3,HOME
777563,2,3,HOME
777547,3,5,HOME
777534,7,2,AWAY
777522,5,1,AWAY
777506,0,7,HOME
777498,3,5,HOME
777472,2,2,TIE
777454,4,2,AWAY
777440,1,0,AWAY
777364,3,2,AWAY
777355,2,2,TIE
777347,8,5,AWAY
777338,1,1,TIE
777327,0,0,TIE
777311,2,1,AWAY
777291,0,1,HOME
777278,2,6,HOME
777270,3,2,AWAY
777256,4,1,AWAY
777244,0,6,HOME
777227,5,1,AWAY
777210,5,1,AWAY
777199,1,1,TIE
777186,0,1,HOME
777163,2,0,AWAY
777143,2,8,HOME
777127,1,0,AWAY
777119,2,0,AWAY
777108,0,4,HOME
777094,1,0,AWAY
777079,2,7,HOME
777041,3,0,AWAY
776964,4,4,TIE
776943,1,1,TIE
776933,1,1,TIE
776926,2,0,AWAY
776911,4,5,HOME
776887,7,2,AWAY
776879,4,1,AWAY
776866,6,1,AWAY
776844,1,2,HOME
776780,0,0,TIE
776749,10,0,AWAY
776729,6,6,TIE
776711,0,0,TIE
776703,0,0,TIE
776683,4,0,AWAY
776656,1,6,HOME
776642,2,8,HOME
776634,2,2,TIE
776621,0,1,HOME
776608,2,3,HOME
776576,2,3,HOME
776557,3,7,HOME
776550,2,2,TIE
776533,6,10,HOME
776516,7,1,AWAY
776507,0,7,HOME
776492,6,0,AWAY
776486,5,2,AWAY
776467,4,5,HOME
776445,6,1,AWAY
776437,2,0,AWAY
776416,0,4,HOME
776399,4,4,TIE
776394,2,5,HOME
776374,4,0,AWAY
776350,0,1,HOME
776328,9,7,AWAY
776325,6,1,AWAY
776309,1,1,TIE
776294,5,5,TIE
776279,0,0,TIE
776271,0,0,TIE
776256,2,5,HOME
776233,4,5,HOME
776227,0,0,TIE
776220,6,5,AWAY
776211,3,7,HOME
776196,2,3,HOME
776166,3,6,HOME
776146,2,3,HOME
776137,0,2,HOME
777699,1,4,HOME
777684,0,2,HOME
777655,2,1,AWAY
777645,0,1,HOME
777628,1,3,HOME
776915,0,1,HOME
776902,0,3,HOME
776888,2,2,TIE
776831,1,3,HOME
776804,0,1,HOME
778409,1,8,HOME
778280,0,1,HOME
778235,3,1,AWAY
777123,0,3,HOME
776743,2,1,AWAY
777230,4,1,AWAY
777134,2,9,HOME
777102,1,5,HOME
776874,2,2,TIE
776827,1,7,HOME
776774,1,5,HOME
776716,2,3,HOME
776502,4,2,AWAY
776462,4,6,HOME
776411,5,3,AWAY
776355,2,5,HOME
776313,0,2,HOME
776284,7,5,AWAY
776225,2,1,AWAY
776192,1,1,TIE
776176,0,2,HOME
776141,0,0,TIE
778103,2,0,AWAY
778554,0,3,HOME
778534,0,0,TIE
778495,3,2,AWAY
778473,1,1,TIE
778447,4,4,TIE
778437,3,10,HOME
778425,2,2,TIE
778417,2,0,AWAY
778382,10,1,AWAY
778368,2,7,HOME
778351,4,0,AWAY
778306,0,0,TIE
778289,0,3,HOME
778211,6,3,AWAY
778202,2,0,AWAY
778191,3,3,TIE
778186,2,9,HOME
778166,1,4,HOME
778144,0,1,HOME
778121,0,3,HOME
778104,3,3,TIE
778101,2,4,HOME
778050,5,0,AWAY
778025,2,2,TIE
778009,0,0,TIE
778000,3,4,HOME
777986,3,0,AWAY
777973,0,5,HOME
777961,3,2,AWAY
777914,1,3,HOME
777899,4,1,AWAY
777884,5,4,AWAY
777866,4,1,AWAY
777853,4,3,AWAY
777843,5,4,AWAY
777828,6,4,AWAY
777812,2,5,HOME
777781,3,1,AWAY
777767,3,0,AWAY
777763,4,1,AWAY
777745,1,0,AWAY
777728,1,0,AWAY
777721,1,0,AWAY
777703,5,3,AWAY
777683,0,4,HOME
777614,4,5,HOME
777603,4,6,HOME
777589,3,2,AWAY
777576,0,4,HOME
777564,0,0,TIE
777542,3,0,AWAY
777539,0,2,HOME
777519,3,3,TIE
777501,2,3,HOME
777487,0,0,TIE
777476,3,0,AWAY
777466,2,2,TIE
777449,2,4,HOME
777414,1,7,HOME
777242,0,0,TIE
777231,2,3,HOME
777214,2,2,TIE
777200,4,3,AWAY
777180,9,1,AWAY
777171,5,6,HOME
777159,9,2,AWAY
777150,4,5,HOME
777131,2,6,HOME
777115,5,1,AWAY
777106,4,4,TIE
777089,3,2,AWAY
777078,6,1,AWAY
777018,3,1,AWAY
777006,1,2,HOME
776995,2,2,TIE
776977,0,4,HOME
776958,2,3,HOME
776945,2,3,HOME
776932,1,1,TIE
776916,3,2,AWAY
776898,1,0,AWAY
776885,5,0,AWAY
776867,1,4,HOME
776848,7,2,AWAY
776843,4,4,TIE
776832,4,3,AWAY
776813,6,4,AWAY
776806,2,7,HOME
776779,0,6,HOME
776763,5,5,TIE
776752,5,4,AWAY
776734,3,6,HOME
776718,1,5,HOME
776699,5,3,AWAY
776681,3,1,AWAY
776668,4,1,AWAY
776652,1,1,TIE
776640,2,1,AWAY
776618,6,0,AWAY
776605,4,1,AWAY
776592,2,0,AWAY
776575,0,6,HOME
776563,2,12,HOME
776543,0,0,TIE
776510,1,0,AWAY
776499,3,4,HOME
776488,0,1,HOME
776466,0,2,HOME
776463,3,2,AWAY
776444,9,4,AWAY
776430,8,1,AWAY
776414,1,3,HOME
776376,1,3,HOME
776345,0,1,HOME
776333,2,5,HOME
776317,1,11,HOME
776295,1,5,HOME
776291,1,5,HOME
776274,2,1,AWAY
776253,6,7,HOME
776241,1,0,AWAY
776232,1,2,HOME
776207,3,2,AWAY
776197,1,3,HOME
776178,4,1,AWAY
776155,5,0,AWAY
776135,5,1,AWAY
778266,1,2,HOME
778195,0,5,HOME
778148,7,0,AWAY
778102,1,2,HOME
778013,6,6,TIE
777993,10,1,AWAY
777934,1,3,HOME
777887,6,11,HOME
777823,7,3,AWAY
777802,2,3,HOME
777757,1,2,HOME
777751,1,2,HOME
777673,5,4,AWAY
777243,2,2,TIE
777215,4,6,HOME
777196,0,0,TIE
777128,2,3,HOME
777080,3,6,HOME
777072,4,1,AWAY
777049,2,7,HOME
776999,0,6,HOME
776179,0,6,HOME
778197,1,5,HOME
778122,0,4,HOME
778096,1,0,AWAY
778556,6,2,AWAY
778536,8,5,AWAY
778441,2,0,AWAY
778396,2,4,HOME
778362,3,2,AWAY
778344,2,4,HOME
778301,1,4,HOME
778292,2,4,HOME
778262,3,5,HOME
778222,0,5,HOME
778180,1,3,HOME
778140,0,4,HOME
778115,3,5,HOME
778062,4,5,HOME
778011,2,3,HOME
777924,4,3,AWAY
777844,0,3,HOME
777754,3,4,HOME
777613,4,5,HOME
777599,4,4,TIE
777562,0,2,HOME
777540,4,0,AWAY
777477,2,1,AWAY
777438,2,3,HOME
777406,2,1,AWAY
777380,3,0,AWAY
777343,7,8,HOME
777317,0,3,HOME
777292,3,0,AWAY
776962,2,2,TIE
776851,4,1,AWAY
776761,0,0,TIE
776750,0,5,HOME
776684,3,1,AWAY
776612,1,1,TIE
776591,2,0,AWAY
776579,1,1,TIE
776465,7,0,AWAY
776427,4,0,AWAY
776401,1,1,TIE
776372,2,2,TIE
776343,2,1,AWAY
776306,6,2,AWAY
776285,3,1,AWAY
776273,0,1,HOME
776240,0,1,HOME
776191,3,2,AWAY
776140,2,2,TIE
778520,0,0,TIE
778500,0,5,HOME
778487,1,0,AWAY
778472,5,3,AWAY
778464,0,3,HOME
778451,3,0,AWAY
778406,5,3,AWAY
778393,0,0,TIE
778384,1,1,TIE
778367,1,3,HOME
778353,0,2,HOME
778340,0,4,HOME
778322,8,0,AWAY
778311,1,6,HOME
778297,0,1,HOME
778284,4,1,AWAY
778267,2,2,TIE
778249,1,6,HOME
778233,2,2,TIE
778229,2,4,HOME
778214,1,0,AWAY
778177,3,1,AWAY
778162,2,5,HOME
778147,1,4,HOME
778137,5,3,AWAY
778120,6,1,AWAY
778092,1,0,AWAY
778076,7,3,AWAY
778060,1,4,HOME
778049,0,4,HOME
778023,4,1,AWAY
778003,1,2,HOME
777998,0,1,HOME
777985,2,1,AWAY
777967,0,3,HOME
777189,1,10,HOME
776936,0,0,TIE
776921,0,0,TIE
776907,3,2,AWAY
776882,3,1,AWAY
776869,4,1,AWAY
776853,5,2,AWAY
776842,6,2,AWAY
776834,5,0,AWAY
778431,0,3,HOME
776819,4,5,HOME
776803,1,3,HOME
776772,5,10,HOME
776756,9,6,AWAY
776748,1,1,TIE
776460,0,1,HOME
778528,1,1,TIE
778490,0,3,HOME
778440,1,6,HOME
778400,1,1,TIE
778363,1,4,HOME
778348,2,0,AWAY
778189,2,0,AWAY
778139,6,1,AWAY
778028,1,5,HOME
777938,5,6,HOME
777883,5,0,AWAY
777865,1,4,HOME
777788,4,3,AWAY
777732,0,4,HOME
777695,3,2,AWAY
777658,1,2,HOME
777636,1,12,HOME
777557,8,3,AWAY
777473,0,8,HOME
776909,3,6,HOME
776775,3,0,AWAY
776731,4,0,AWAY
776698,3,3,TIE
776633,1,7,HOME
776578,8,2,AWAY
776551,4,2,AWAY
776400,2,0,AWAY
776391,3,5,HOME
776356,0,5,HOME
776326,3,2,AWAY
776283,4,1,AWAY
776164,1,3,HOME
776287,4,4,TIE
776254,2,3,HOME
776167,0,4,HOME
776142,0,1,HOME
778562,2,1,AWAY
778354,3,6,HOME
778274,0,7,HOME
778208,3,2,AWAY
778123,1,7,HOME
778047,5,0,AWAY
777966,1,1,TIE
777889,4,0,AWAY
777798,0,3,HOME
777666,2,2,TIE
777566,3,0,AWAY
777318,3,6,HOME
777254,5,5,TIE
777109,4,5,HOME
777037,1,3,HOME
776946,3,0,AWAY
776519,5,0,AWAY
776270,4,2,AWAY
776173,2,6,HOME
777332,4,4,TIE
777248,9,2,AWAY
777234,0,4,HOME
777203,4,1,AWAY
777100,0,6,HOME
777081,0,9,HOME
777071,2,5,HOME
777055,4,3,AWAY
777032,0,1,HOME
777014,0,0,TIE
777002,0,2,HOME
776973,0,4,HOME
776953,2,8,HOME
776940,1,4,HOME
776914,0,5,HOME
776899,4,2,AWAY
776881,4,2,AWAY
776873,1,5,HOME
776825,1,6,HOME
776809,4,5,HOME
776794,3,12,HOME
776785,5,1,AWAY
776764,1,2,HOME
776746,2,3,HOME
776742,7,1,AWAY
776730,2,4,HOME
776715,5,2,AWAY
776701,0,1,HOME
776682,3,0,AWAY
776672,4,4,TIE
776658,2,1,AWAY
776635,2,4,HOME
776609,0,1,HOME
776593,0,6,HOME
776586,3,6,HOME
776572,0,1,HOME
776553,6,4,AWAY
776534,2,0,AWAY
776523,0,0,TIE
776509,1,4,HOME
776495,2,3,HOME
776481,2,0,AWAY
776468,0,2,HOME
776448,1,6,HOME
776424,1,4,HOME
776415,1,2,HOME
776337,2,0,AWAY
776324,4,2,AWAY
776246,3,2,AWAY
776213,1,0,AWAY
776185,8,0,AWAY
776152,1,5,HOME
777804,1,0,AWAY
777784,3,3,TIE
777752,1,9,HOME
777716,5,9,HOME
777669,6,4,AWAY
778283,2,0,AWAY
777946,2,15,HOME
777469,9,0,AWAY
777235,7,1,AWAY
777025,4,0,AWAY
776655,7,1,AWAY
776228,7,1,AWAY
778537,1,0,AWAY
778502,0,0,TIE
778456,2,2,TIE
778442,1,3,HOME
778371,1,1,TIE
778302,2,5,HOME
778287,6,8,HOME
778029,6,1,AWAY
777976,19,0,AWAY
777918,1,6,HOME
777897,0,5,HOME
777852,1,2,HOME
778557,1,2,HOME
778523,3,5,HOME
778453,0,3,HOME
778379,10,2,AWAY
778323,9,0,AWAY
778239,1,8,HOME
778184,0,3,HOME
778111,3,3,TIE
778080,9,0,AWAY
777981,2,2,TIE
777964,3,2,AWAY
777944,0,1,HOME
777898,3,0,AWAY
777826,1,1,TIE
777794,1,1,TIE
777702,12,1,AWAY
777590,2,2,TIE
777508,2,1,AWAY
777467,6,2,AWAY
777435,7,0,AWAY
777370,2,4,HOME
777280,1,6,HOME
777212,3,1,AWAY
777164,2,2,TIE
777107,4,1,AWAY
777048,2,4,HOME
776994,0,0,TIE
776989,2,1,AWAY
776939,2,2,TIE
776841,2,7,HOME
776781,1,1,TIE
776712,0,5,HOME
776583,0,1,HOME
776556,6,4,AWAY
776529,1,1,TIE
776388,4,2,AWAY
776364,0,2,HOME
776314,1,1,TIE
776199,1,5,HOME
776477,4,7,HOME
778108,0,2,HOME
778064,0,3,HOME
777960,0,3,HOME
777861,2,4,HOME
777739,2,1,AWAY
777664,0,1,HOME
777644,0,2,HOME
777580,4,3,AWAY
777520,2,2,TIE
777384,4,0,AWAY
777354,3,0,AWAY
777329,3,6,HOME
777266,3,5,HOME
777146,2,3,HOME
777104,3,2,AWAY
777068,5,5,TIE
777019,3,3,TIE
776975,0,4,HOME
776942,0,3,HOME
776863,2,2,TIE
776798,1,5,HOME
776766,6,4,AWAY
776623,0,9,HOME
776521,2,2,TIE
776458,0,2,HOME
776275,1,1,TIE
777839,5,0,AWAY
776189,4,1,AWAY
776147,4,3,AWAY
776811,11,3,AWAY
776776,1,0,AWAY
776733,3,0,AWAY
778391,1,3,HOME
778317,4,0,AWAY
778242,2,0,AWAY
778157,8,0,AWAY
778081,2,3,HOME
777780,0,5,HOME
777549,1,7,HOME
777309,3,0,AWAY
777240,1,0,AWAY
776951,1,9,HOME
776778,3,3,TIE
776547,4,0,AWAY
776382,2,3,HOME
778446,1,0,AWAY
778390,2,0,AWAY
778346,0,2,HOME
778032,1,2,HOME
777737,5,3,AWAY
777518,7,4,AWAY
777437,0,2,HOME
777341,1,5,HOME
777325,2,3,HOME
777313,1,8,HOME
777289,1,2,HOME
777276,0,5,HOME
777257,1,1,TIE
777250,5,3,AWAY
777241,2,7,HOME
777216,5,2,AWAY
777198,0,1,HOME
777111,3,2,AWAY
777092,3,2,AWAY
776876,0,0,TIE
776846,3,0,AWAY
776828,2,3,HOME
776817,4,3,AWAY
776799,6,5,AWAY
776736,4,6,HOME
776726,0,1,HOME
776598,3,4,HOME
776585,2,5,HOME
776566,0,4,HOME
776548,4,12,HOME
776535,8,6,AWAY
776478,1,3,HOME
776439,1,4,HOME
776404,0,4,HOME
776359,6,3,AWAY
776335,0,1,HOME
776288,6,3,AWAY
776205,2,8,HOME
776148,0,4,HOME
777720,0,0,TIE
777661,0,1,HOME
777634,0,2,HOME
777606,1,3,HOME
777524,0,3,HOME
777493,0,2,HOME
777458,6,1,AWAY
777393,8,0,AWAY
777253,0,5,HOME
777188,5,0,AWAY
777120,0,3,HOME
777074,7,1,AWAY
777059,8,2,AWAY
777030,4,6,HOME
776952,6,0,AWAY
776452,4,4,TIE
776435,0,6,HOME
778398,0,0,TIE
778325,0,7,HOME
778290,1,3,HOME
778231,0,4,HOME
778187,0,1,HOME
778167,0,2,HOME
778110,7,3,AWAY
778079,1,4,HOME
778055,4,3,AWAY
778042,0,3,HOME
777979,12,8,AWAY
777948,7,0,AWAY
777920,3,1,AWAY
777910,0,0,TIE
777882,1,1,TIE
777848,2,0,AWAY
777832,2,5,HOME
777822,2,6,HOME
777774,3,2,AWAY
777725,3,2,AWAY
777714,1,0,AWAY
777693,4,3,AWAY
777648,0,3,HOME
777608,1,0,AWAY
777567,4,1,AWAY
777550,2,8,HOME
777527,1,9,HOME
777494,1,0,AWAY
777456,2,1,AWAY
777366,0,1,HOME
777336,1,7,HOME
777320,8,2,AWAY
777269,2,2,TIE
777264,3,5,HOME
777202,4,4,TIE
777192,6,4,AWAY
777174,2,0,AWAY
777154,5,3,AWAY
777125,4,0,AWAY
777099,0,1,HOME
777007,9,2,AWAY
776976,4,0,AWAY
776849,3,6,HOME
776815,2,4,HOME
776705,5,0,AWAY
776692,0,5,HOME
776673,2,7,HOME
776587,6,1,AWAY
776489,6,0,AWAY
776464,4,1,AWAY
776432,2,0,AWAY
776418,0,1,HOME
776369,0,4,HOME
776292,2,5,HOME
776262,2,0,AWAY
776208,1,4,HOME
776195,0,4,HOME
777994,3,0,AWAY
777957,11,2,AWAY
777307,1,10,HOME
777271,2,1,AWAY
777132,2,4,HOME
777105,1,8,HOME
777057,1,5,HOME
776957,3,0,AWAY
776944,1,6,HOME
776751,6,2,AWAY
776665,2,2,TIE
776638,1,1,TIE
776590,0,0,TIE
776573,5,5,TIE
776508,5,0,AWAY
776470,0,2,HOME
776396,5,0,AWAY
776379,3,4,HOME
776340,5,5,TIE
776299,4,3,AWAY
776266,4,3,AWAY
776154,3,0,AWAY
776138,4,0,AWAY
778482,0,2,HOME
778467,0,1,HOME
778434,4,6,HOME
778347,3,0,AWAY
778252,1,9,HOME
778248,1,4,HOME
778158,1,1,TIE
778086,1,1,TIE
778059,7,2,AWAY
778005,1,2,HOME
777971,1,0,AWAY
777922,0,0,TIE
777905,0,1,HOME
776662,1,3,HOME
776500,3,5,HOME
778152,4,1,AWAY
778330,0,5,HOME
778326,0,4,HOME
778247,9,2,AWAY
778215,0,0,TIE
778161,3,3,TIE
778004,9,1,AWAY
777949,1,0,AWAY
777870,0,1,HOME
777842,4,1,AWAY
777782,11,1,AWAY
777768,4,2,AWAY
777053,3,2,AWAY
777028,0,5,HOME
776836,6,1,AWAY
776783,0,1,HOME
776758,2,5,HOME
778527,2,2,TIE
778506,0,9,HOME
778474,6,0,AWAY
778445,2,7,HOME
